              latlon ;city
-81.8973,41.42543; North Olmsted
-81.89503,41.41904; North Olmsted
-81.88531,26.55705; Ft. Myers
-81.87153,26.54352; Ft. Myers
-81.87062,26.64376; Ft. Myers
-81.83923,41.48026; Rocky River
-81.83608,41.40774; Cleveland
-81.82841,41.31367; Strongsville
-81.80834,26.34985; Bonita Springs
-81.80666,41.2383; Brunswick
-81.80503,26.31617; Naples
-81.8049,26.31005; Naples
-81.80345,24.55668; Key West
-81.80141,26.24998; Naples
-81.80056,26.21398; Naples
-81.79945,26.17377; Naples
-81.79663,26.14186; Naples
-81.78497,28.82274; Leesburg
-81.76626,41.48705; Cleveland
-81.7661,26.21154; Naples
-81.73931,30.19267; Jacksonville
-81.7361,30.18684; Orange Park
-81.73467,41.38029; Parma
-81.73425,41.42594; Brooklyn
-81.7335,41.0375; Wadsworth
-81.7308,26.5448; Fort Myers
-81.72918,25.95292; Marco Island
-81.72795,26.21175; Naples
-81.72786,26.15432; Naples
-81.72649,38.35559; South Charleston
-81.71982,30.27733; Jacksonville
-81.71443,30.27194; Jacksonville
-81.70435,35.08038; Gaffney
-81.69818,41.4994; Cleveland
-81.6953,28.5466; Clermont
-81.69276,41.49981; Cleveland
-81.68087,30.31209; Jacksonville
-81.67587,30.49145; Jacksonville
-81.66761,30.0578; Jacksonville
-81.66581,28.82166; Mount Dora
-81.65489,30.30417; Jacksonville
-81.64439,30.26046; Jacksonville
-81.64179,41.39445; Independence
-81.6389,38.35328; Charleston
-81.63538,41.1358; Akron
-81.6268,41.32127; Brecksville
-81.62066,41.50336; Cleveland
-81.61781,30.20201; Jacksonville
-81.61003,41.50499; Cleveland
-81.60251,30.29266; Jacksonville
-81.59869,30.24253; Jacksonville
-81.59751,41.12219; Akron
-81.59429,41.50104; Cleveland
-81.58798,41.11773; Akron
-81.56897,41.51592; Cleveland Heights
-81.56542,41.50059; Cleveland Heights
-81.55688,30.31768; Jacksonville
-81.55443,30.26799; Jacksonville
-81.5521,30.18865; Jacksonville
-81.55184,30.18027; Jacksonville
-81.55176,30.22035; Jacksonville
-81.53649,41.50129; South Euclid
-81.53648,41.466; Shaker Heights
-81.5346,41.3143; Northfield
-81.51774,41.46458; Beachwood
-81.5175,30.2972; Jacksonville
-81.51128,41.07544; Akron
-81.50532,28.49384; Orlando
-81.50502,28.35822; Orlando
-81.4972,41.54152; Richmond Heights
-81.4967,41.50126; Beachwood
-81.49665,40.79893; Massillon
-81.49651,28.38558; Orlando
-81.49237,40.99177; Akron
-81.48809,28.45264; Orlando
-81.48806,41.46241; Woodmere
-81.48419,28.55192; Orlando
-81.47267,28.32962; Kissimmee
-81.4689,28.45966; Orlando
-81.46806,28.65236; Apopka
-81.46636,30.25099; Jacksonville
-81.4661,30.2826; Jacksonville
-81.45906,28.51676; Orlando
-81.45783,28.47814; Orlando
-81.45621,30.32056; Jacksonville
-81.44854,30.28798; Jacksonville
-81.44041,41.2367; Hudson
-81.43888,41.52173; Mayfield Heights
-81.4385,41.50078; Lyndhurst
-81.4331,40.87893; North Canton
-81.43195,28.35941; Orlando
-81.43054,28.49133; Orlando
-81.4279,28.49343; Orlando
-81.42418,28.36476; Orlando
-81.41254,28.40904; Orlando
-81.40365,28.68689; Longwood
-81.3981,28.4501; Orlando
-81.39809,30.32466; Atlantic Beach
-81.3967,28.45057; Orlando
-81.39184,41.43107; Chargrin Falls
-81.38929,28.56885; Orlando
-81.38818,30.25299; Jacksonville Beach
-81.38485,30.2027; Ponte Vedra Beach
-81.37893,28.53844; Orlando
-81.3778,28.5596; Orlando
-81.368,40.87499; North Canton
-81.36652,41.65934; Mentor
-81.36515,28.60116; Winter Park
-81.36343,28.62898; Maitland
-81.3587,28.7894; Heathrow
-81.35069,28.59493; Winter Park
-81.34823,28.7563; Lake Mary
-81.34615,41.31864; Aurora
-81.34555,28.55344; Orlando
-81.34035,28.6601; Casselberry
-81.3382,28.67141; Casselberry
-81.32783,28.60037; Winter Park
-81.32063,29.86694; St Augustine
-81.31107,28.43296; Orlando
-81.31,28.46884; Orlando
-81.30361,41.67949; Mentor
-81.29443,28.91637; Orange City
-81.2898,28.2473; St Cloud
-81.26727,28.64637; Winter Springs
-81.25623,29.58301; Palm Coast
-81.22816,32.13766; Savannah
-81.21754,32.13816; Savannah
-81.20786,28.61022; Orlando
-81.20759,28.58337; Orlando
-81.2028,37.7899; Beckley
-81.16121,31.98249; Savannah
-81.12363,31.99839; Savannah
-81.11797,32.0045; Savannah
-81.1089,32.0254; Savannah
-81.09181,32.07885; Savannah
-81.0799,37.3667; Princeton
-81.0576,34.9685; Rock Hill
-81.03983,29.292; Ormond Beach
-81.02642,29.10915; Port Orange
-81.01772,33.99823; Columbia
-81.01012,29.23064; Daytona Beach
-80.97393,35.02533; Fort Mill
-80.9662,34.01849; Columbia
-80.96504,33.98226; Columbia
-80.93833,35.13587; Charlotte
-80.92908,35.22526; Charlotte
-80.89244,35.47692; Cornelius
-80.88196,35.4436; Huntersville
-80.8819,35.10905; Charlotte
-80.88131,35.5966; Mooresville
-80.8788,27.4031; Okachobee
-80.87864,35.07847; Pineville
-80.8767,35.2956; North Charlotte
-80.87144,35.59204; Mooresville
-80.8708,35.0891; Charlotte
-80.8679,35.413; Huntersville
-80.85253,35.05604; Charlotte
-80.85092,35.08758; Charlotte
-80.85047,32.25763; Bluffton
-80.84996,35.23307; Charlotte
-80.84898,35.17223; Charlotte
-80.84642,35.223; Charlotte
-80.84318,35.22545; Charlotte
-80.84309,35.22709; Charlotte
-80.82677,35.15269; Charlotte
-80.82488,35.20221; Charlotte
-80.82473,35.15488; Charlotte
-80.82323,35.1166; Charlotte
-80.81818,35.21241; Charlotte
-80.81232,35.05824; Charlotte
-80.81138,35.33397; Charlotte
-80.805,35.0344; Charlotte
-80.8047,35.0354; Charlotte
-80.77192,35.31614; Charlotte
-80.77048,35.06601; Charlotte
-80.76335,32.15631; Hilton Head
-80.75794,35.33916; Charlotte
-80.75083,41.21043; Niles
-80.74325,35.31248; Charlotte
-80.7293,40.0636; Wheeling
-80.7231,35.37322; Concord
-80.7213,32.1852; Hilton Head Island
-80.7089,35.12322; Charlotte
-80.70744,32.21609; Hilton Head
-80.70106,35.12783; Matthews
-80.70105,40.07466; Wheeling
-80.68715,28.22999; Viera
-80.63259,35.38904; Concord
-80.63241,41.02422; Poland
-80.60611,35.4393; Concoed
-80.60576,28.35824; Cocoa Beach
-80.5662,28.0919; Indialantic
-80.5138,27.4446; Fort Pierce
-80.43394,37.23509; Blacksburg
-80.42324,37.16319; Christiansburg
-80.41507,25.62635; Miami
-80.41319,37.22849; Blacksburg
-80.39607,25.97917; Miramar
-80.38449,36.12132; Winston-Salem
-80.3807,26.0993; Weston
-80.37982,27.3176; Port St Lucie
-80.36973,25.67216; Miami
-80.36772,25.78415; Miami
-80.3674,25.79163; Doral
-80.36218,26.06292; Weston
-80.36087,26.02945; Town of Southwest Ranches
-80.35969,25.9818; Miramar
-80.34502,36.084; Winston-Salem
-80.34027,25.57637; Miami
-80.33914,25.63267; Miami
-80.33796,25.64647; Miami
-80.33739,25.81184; Miami
-80.33364,25.70184; Miami
-80.33214,25.76196; Miami
-80.33065,25.9132; Miami Lakes
-80.32483,25.6635; Miami
-80.32325,26.01493; Pembroke Pines
-80.3222,26.14456; Sawgrass
-80.31982,25.68824; Miami
-80.31395,25.68868; Miami
-80.31235,25.77725; Miami
-80.30712,40.68125; Monaca
-80.30536,25.69115; Miami
-80.3038,25.69282; Miami
-80.29714,26.00794; Pembroke Pines
-80.28755,26.13331; Plantation
-80.2873,25.70435; Miami
-80.28192,36.09077; Winston-Salem
-80.2796,25.72001; Coral Gables
-80.27426,25.71653; Coral Gables
-80.26859,26.1465; Plantation
-80.26833,27.23532; Stuart
-80.26531,26.00841; Pembroke Pines
-80.26252,26.04515; Cooper City
-80.25871,25.74955; Coral Gables
-80.25661,26.16812; Sunrise
-80.25245,26.06213; Davie
-80.25213,26.19214; Lauderhill
-80.25207,26.18901; Fort Lauderdale
-80.24718,36.09907; Winston-Salem
-80.24168,25.72805; Miami
-80.2406,26.12102; Plantation
-80.23665,27.17766; Stuart
-80.2308,26.708; West Palm Beach
-80.22181,40.18669; Washington
-80.22037,40.18319; Washington Township
-80.21442,26.65096; Wellington
-80.21133,26.71116; Royal Palm Beach
-80.2095,26.7109; Lake Worth
-80.20797,26.65088; Wellington
-80.20358,26.16774; Lauderdale Lakes
-80.20299,26.31794; Parkland
-80.20194,26.36796; Boca Raton
-80.1946,25.77412; Miami
-80.1944,26.03237; Hollywood
-80.1936,25.862; Miami Shores
-80.19142,25.76314; Miami
-80.18817,25.77856; Miami
-80.1844,33.033; Summerville
-80.18426,25.83821; Miami
-80.18221,26.22644; Pompano
-80.18103,40.54076; Sewickley
-80.17855,40.44772; Pittsburgh
-80.17491,40.26203; Canonsburg
-80.1745,26.01094; Hollywood
-80.16459,40.45088; Pittsburgh
-80.16246,40.45186; Pittsburgh
-80.16228,26.36879; Boca Raton
-80.16031,25.90001; North Miami Beach
-80.15958,40.44851; Pittsburgh
-80.1524,26.5239; Boynton Beach
-80.15016,26.57244; Lake Worth
-80.14738,40.3108; Bridgeville
-80.14679,25.95207; Aventura
-80.14679,25.95663; Aventura
-80.14665,25.95597; Aventura
-80.14662,26.42815; Delray Beach
-80.1423,26.102; Ft. Lauderdale
-80.14204,25.77991; Miami Beach
-80.14112,25.78851; Miami Beach
-80.14028,26.1187; Ft. Lauderdale
-80.13733,26.12228; Fort Lauderdale
-80.13431,25.7905; Miami Beach
-80.13289,25.77029; Miami Beach
-80.1319,26.83919; Palm Beach Gardens
-80.13175,25.7906; Miami Beach
-80.1296,25.78653; South Beach
-80.12921,40.26634; McMurray
-80.12913,25.98606; Hallandale Beach
-80.12494,26.36805; Boca Raton
-80.1227,38.4174; Snowshoe
-80.12205,26.42401; Boca Raton
-80.12139,26.36178; Boca Raton
-80.11986,26.14889; Fort Lauderdale
-80.11241,26.13788; Fort Lauderdale
-80.10936,40.68468; Cranberry Township
-80.10651,26.10772; Ft. Lauderdale
-80.10513,26.8402; Palm Beach
-80.10367,26.88306; Jupiter
-80.10329,42.0652; Erie
-80.10285,26.22928; Pompano Beach
-80.10167,26.36515; Boca Raton
-80.10023,26.25468; Pompano Beach
-80.09975,26.8087; Palm Beach Gardens
-80.09795,26.39416; Boca Raton
-80.09358,26.69161; West Palm Beach
-80.09337,40.61609; Wexford
-80.0924,26.8448; Palm Beach Gardens
-80.091,26.31657; Deerfield Beach
-80.09035,26.52789; Boynton Beach
-80.08728,42.12999; Erie
-80.08649,26.3534; Boca Raton
-80.08575,42.13039; Erie
-80.08502,26.35341; Boca Raton
-80.08365,26.80678; Lake Park
-80.08279,40.68561; Cranberry Township
-80.08205,26.68701; West Palm Beach
-80.08192,26.84494; Palm Beach
-80.07511,32.61516; Johns Island
-80.07197,40.53445; Mount Nebo
-80.06221,40.39259; Pittsburgh
-80.06015,26.84677; Palm Beach Gardens
-80.05684,26.71801; West Palm Beach
-80.05441,40.61252; Wexford
-80.05354,26.6158; Lake Worth
-80.05098,26.71326; West Palm Beach
-80.05045,40.35715; Pittsburgh
-80.04552,40.41864; Pittsburgh
-80.03619,36.00164; High Point
-80.02575,40.32551; Bethel Park
-80.01198,37.22554; Roanoke
-80.00886,40.52956; Pittsburgh
-80.00653,39.65534; Morgantown
-80.002,40.44271; Pittsburgh
-79.99997,40.44238; Pittsburgh
-79.9989,40.4306; Pittsburgh
-79.99692,40.44049; Pittsburgh
-79.99556,40.4409; Pittsburgh
-79.994,40.4381; Pittsburgh
-79.98384,40.42883; Pittsburgh
-79.97382,32.77682; Charleston
-79.96548,37.31128; Roanoke
-79.96337,39.6556; Morgantown
-79.96278,36.03466; High Point
-79.95801,40.44068; Pittsburgh
-79.94854,40.44485; Pittsburgh
-79.94772,40.46117; Pittsburgh
-79.9397,40.637; Gibsonia
-79.93937,40.45661; Pittsburgh
-79.93782,32.78533; Charleston
-79.93504,40.4518; Pittsburgh
-79.93339,32.78135; Charleston
-79.92935,32.78815; Charleston
-79.9286,32.7844; Charleston
-79.91905,40.43803; Pittsburgh
-79.91814,40.40736; West Homestead
-79.89131,36.08805; Greensboro
-79.89016,32.80176; Mount Pleasant
-79.88601,36.08927; Greensboro
-79.86875,32.79243; Mount Pleasant
-79.85795,32.841; Mount Pleasant
-79.8567,32.815; Mt Pleasant
-79.85228,40.50053; Pittsburgh
-79.83899,36.04111; Greensboro
-79.83505,36.08437; Greensboro
-79.83476,36.11443; Greensboro
-79.82576,32.83397; Mt Pleasant
-79.81962,32.839; Mount Pleasant
-79.81031,36.08975; Greensboro
-79.80828,40.43016; Pittsburgh
-79.79804,36.13124; Greensboro
-79.79043,40.57324; Tarentum
-79.78398,36.10402; Greensboro
-79.77135,40.43572; Monroeville
-79.74997,40.58833; New Kensington
-79.68947,40.31939; Irwin
-79.4906,36.07406; Burlington
-79.4851,36.0809; Burlington
-79.18433,37.35214; Lynchburg
-79.15895,40.61457; Indiana
-79.14586,35.93654; Chapel Hill
-79.03849,33.55366; Murrells Inlet
-78.98345,39.99023; Somerset
-78.97318,35.05441; Fayetteville
-78.95906,35.9611; Durham
-78.9558,35.97026; Durham
-78.93782,35.90493; Durham
-78.93127,38.06607; Waynesboro
-78.92463,35.04548; Fayetteville
-78.90308,35.99; Durham
-78.87706,42.92254; Buffalo
-78.87676,42.89084; Buffalo
-78.87444,38.44117; Harrisonburg
-78.86585,35.73943; Apex
-78.8622,40.2889; Johnstown
-78.85437,35.84279; Morrisville
-78.84158,38.42885; Harrisonburg
-78.81877,33.74081; Myrtle Beach
-78.8108,42.78854; Blasdell
-78.7894,35.9022; Raleigh
-78.78793,35.6532; Holly Springs
-78.78598,43.00305; Amherst
-78.77165,42.90881; Cheektowaga
-78.77015,35.82761; Cary
-78.75956,42.91692; Cheektowaga
-78.75052,42.96197; Williamsville
-78.74993,42.90756; Cheektowaga
-78.73292,42.97852; Amherst
-78.704,35.85735; Raleigh
-78.69719,42.9923; Williamsville
-78.6969,42.89548; Depew
-78.6969,43.14442; Lockport
-78.68046,35.83832; Raleigh
-78.67976,35.88863; Raleigh
-78.67854,35.84138; Raleigh
-78.66288,35.79095; Raleigh
-78.64729,35.78865; Raleigh
-78.64254,35.84023; Raleigh
-78.6295,35.8472; Raleigh
-78.62255,35.86688; Raleigh
-78.59864,35.9099; Raleigh
-78.59818,35.86174; Raleigh
-78.57087,35.86486; Raleigh
-78.5623,35.79856; Raleigh
-78.54489,35.94468; Raleigh
-78.54304,35.97441; Wake Forest
-78.48628,40.02775; Bedford
-78.47963,38.07494; Charlottesville
-78.47336,38.08924; Charlottesville
-78.47202,38.07924; Charlottesville
-78.4461,38.0341; Charlottesville
-78.43983,38.12834; Charlottesville
-78.4229,38.0948; Charlottesville
-78.3884,42.9742; Corfu
-78.23308,39.99946; Breezewood
-78.09453,40.05596; Waterfall
-77.90702,40.80941; State College
-77.87076,34.24051; Wilmington
-77.86344,40.7929; State College
-77.862,34.258; Wilmington
-77.83441,34.23059; Wilmington
-77.79729,38.72855; Warrenton
-77.78771,42.79749; Geneseo
-77.76915,38.73569; Warrenton
-77.70131,43.18704; Greece
-77.68517,43.2083; Greece
-77.6483,37.4273; Midlothian
-77.6397,39.93; Chambersburg
-77.6388,36.4324; Roanoke Rapids
-77.62289,37.65414; Richmond
-77.618,38.802; Gainesville
-77.61797,43.12316; Rochester
-77.60665,43.08728; Henrietta
-77.60602,37.50553; Richmond
-77.60313,37.52526; Richmond
-77.59078,37.60592; Richmond
-77.5906,37.6837; Richmond
-77.5895,43.14421; Rochester
-77.58281,37.64688; Glen Allen
-77.56689,37.49694; Richmond
-77.56675,37.55159; Richmond
-77.56631,38.7501; Bristow
-77.55713,43.20423; Irondequoit
-77.55689,38.2731; Fredericksburg
-77.55299,39.10923; Leesburg
-77.54818,38.93916; Aldie
-77.54723,43.11063; Rochester
-77.54483,37.63448; Richmond
-77.541,39.11368; Leesburg
-77.5376,39.11366; Leesburg
-77.53187,37.58957; Richmond
-77.5316,39.1291; Leesburg
-77.5307,39.1276; Leesburg
-77.51434,38.29571; Fredericksburg
-77.5127,38.30986; Fredericksburg
-77.51237,38.91475; South Riding
-77.51157,38.29918; Fredericksburg
-77.50849,43.08841; Pittsford
-77.50832,39.02633; Ashburn
-77.50263,39.03638; Ashburn
-77.49826,37.58313; Richmond
-77.49312,38.29556; Fredericksburg
-77.48871,37.55618; Richmond
-77.48707,39.02911; Ashburn
-77.47161,39.0447; Ashburn
-77.47136,39.05946; Ashburn
-77.46444,39.06081; Ashburn
-77.46114,37.67649; Glen Allen
-77.45893,38.76315; Manassas
-77.45591,37.55392; Richmond
-77.45254,43.20981; Webster
-77.45124,38.95814; Sterling
-77.45087,38.85378; Centreville
-77.45004,37.83695; Doswell
-77.4425,38.8257; Chantilly
-77.43833,38.83696; Centerville
-77.431,39.41451; Frederick
-77.4234,42.9922; Victor
-77.42295,37.53011; Richmond
-77.41239,39.03851; Sterling
-77.40948,39.37907; Frederick
-77.40788,38.953; Centerville
-77.4076,38.4799; Garrisonville
-77.40744,38.90735; Herndon
-77.40575,38.99857; Sterling Park
-77.40089,39.02697; Sterling
-77.39789,38.95559; Herndon
-77.39712,38.88056; Fairfax
-77.39604,38.96701; Herndon
-77.39298,36.96107; Stoney Creek
-77.39017,38.85917; Fairfax
-77.38457,43.06451; Fairport
-77.38269,39.4489; Frederick
-77.38117,39.01919; Sterling
-77.3795,34.7478; Jacksonville
-77.37825,35.59099; Greenville
-77.37556,38.92829; Herndon
-77.3752,38.9678; Herndon
-77.37364,35.58301; Greenville
-77.37175,38.85767; Fairfax
-77.36661,38.954; Reston
-77.36249,38.93724; Reston
-77.35773,38.865; Fairfax
-77.35756,38.95946; Reston
-77.35701,38.96141; Reston
-77.35093,38.84919; Fairfax
-77.34891,37.60101; Mechanicsville
-77.3477,38.95209; Reston
-77.3468,38.6447; Dale City
-77.3353,38.6424; Dale City
-77.32893,38.93989; Reston
-77.32886,38.93885; Reston
-77.32809,38.5884; Dumfries
-77.32018,38.7986; Burke
-77.3127,38.68563; Lake Ridge
-77.30823,38.84681; Fairfax City
-77.303,38.6767; Potomac Mills
-77.29947,38.64505; Prince William
-77.29846,38.78654; Burke
-77.28694,38.65329; Woodbridge
-77.2747,38.77695; Burke
-77.26658,38.75227; Springfield
-77.2662,39.17953; Germantown
-77.26511,38.90137; Vienna
-77.26346,38.71333; Lorton
-77.26341,38.87019; Fairfax
-77.26302,38.8718; Fairfax
-77.26267,38.90361; Vienna
-77.2538,39.11798; Gaithersburg
-77.25207,39.11765; Gaithersburg
-77.24511,39.19918; Germantown
-77.24503,39.19839; Germantown
-77.23508,38.92197; Vienna
-77.2349,39.12273; Gaithersburg
-77.23404,38.77924; Springfield
-77.22745,38.86744; Falls Church
-77.22618,38.92293; McLean
-77.22004,39.14505; Gaithersburg
-77.21812,39.10862; Gaithersburg
-77.212,39.15245; Gaithersburg
-77.2079,39.01741; Potomac
-77.20591,39.15104; Gaithersburg
-77.20421,38.90366; Falls Church
-77.20134,38.83159; Annandale
-77.19746,38.92895; McLean
-77.1945,39.114; Gaithersburg
-77.19226,39.09969; Rockville
-77.18887,38.89369; Falls Church
-77.18709,39.18702; Gaithersburg
-77.17824,38.93301; McLean
-77.17535,39.12463; Gaithersburg
-77.17509,39.1107; Rockville
-77.17405,42.97247; Clifton Springs
-77.17174,38.77712; Springfield
-77.1652,39.15492; Gaithersburg
-77.1642,40.1907; Carlisle
-77.16077,39.06247; Rockville
-77.15696,39.03978; Potomac
-77.15642,38.83643; Falls Church
-77.15356,38.87168; Falls Church
-77.14936,38.91748; McLean
-77.14593,38.75646; Alexandria
-77.13696,38.77323; Kingstowne
-77.13598,38.77122; Alexandria
-77.13001,38.85269; Falls Church
-77.12638,39.0307; Bethesda
-77.1257,39.06374; Rockville
-77.12505,38.83005; Alexandria
-77.1213,38.9332; McLean
-77.12112,38.72278; Alexandria
-77.12033,38.94943; Bethesda
-77.1182,38.85034; Falls Church
-77.11777,39.05466; Rockville
-77.11664,39.09409; Rockville
-77.11588,38.84534; Alexandria
-77.1144,38.8805; Arlington
-77.11161,38.88104; Arlington
-77.11146,38.87996; Arlington
-77.1071,38.96496; Bethesda
-77.10537,38.89615; Arlington
-77.10372,38.88224; Arlington
-77.10246,38.92601; Washington
-77.09677,38.89602; Arlington
-77.09609,38.98825; Bethesda
-77.09531,38.94449; Washington
-77.09258,38.98077; Bethesda
-77.0917,38.82979; Alexandria
-77.09146,38.98509; Bethesda
-77.09056,38.88876; Arlington
-77.0869,38.83049; Alexandria
-77.08673,38.96271; Chevy Chase
-77.08577,38.93345; Washington
-77.08513,38.95964; Washington
-77.08402,38.80781; Alexandria
-77.08385,38.74951; Alexandria
-77.08137,38.7715; Alexandria
-77.07969,38.94827; Washington
-77.07719,38.9953; Chevy Chase
-77.07594,39.10372; Silver Spring
-77.07506,38.89467; Arlington
-77.07443,38.96306; Washington
-77.07396,38.89413; Roslyn
-77.07294,38.93547; Washington
-77.07282,38.62782; Indian Head
-77.07161,38.92054; Washington
-77.07089,38.89533; Arlington
-77.07076,39.13187; Olney
-77.06769,38.91552; Washington
-77.0636,39.15145; Olney
-77.06313,38.86796; Arlington
-77.06153,38.90519; Washington
-77.0593,38.86298; Arlington
-77.05921,38.80676; Alexandria
-77.05774,38.93422; Washington
-77.05704,39.03881; Wheaton
-77.05487,38.92935; Washington
-77.05437,38.92572; Washington
-77.05418,39.03927; Wheaton
-77.05244,38.85645; Arlington
-77.05104,38.83034; Alexandria
-77.05009,38.90071; Washington
-77.04937,38.86064; Arlington
-77.04815,38.90264; Washington
-77.04663,38.90967; Washington
-77.04657,38.8995; Washington
-77.0453,38.91264; Washington
-77.04426,38.89593; Washington
-77.04396,38.90238; Washington
-77.04365,38.90024; Washington
-77.04353,38.9103; Washington
-77.04339,38.90579; Washington
-77.04274,38.92262; Washington
-77.04216,38.90126; Washington
-77.04196,38.90732; Washington
-77.04176,38.90028; Washington
-77.04052,38.90356; Washington
-77.04014,38.89898; Washington
-77.03984,38.8041; Alexandria
-77.03966,38.90264; Washington
-77.03649,38.91699; Washington
-77.03395,38.90264; Washington
-77.03359,38.9014; Washington
-77.03253,38.90969; Washington
-77.03227,38.9936; Silver Spring
-77.03202,38.89928; Washington
-77.03196,38.89831; Washington
-77.02961,38.89603; Washington
-77.0288,38.91699; Washington
-77.02707,38.89674; Washington
-77.0262,38.8997; Washington
-77.0261,38.96875; Washington
-77.02586,38.99644; Silver Spring
-77.02389,38.89848; Washington
-77.02389,38.90243; Washington
-77.02191,38.89402; Washington
-77.02191,38.89977; Washington
-77.02191,38.91223; Washington
-77.02191,38.91921; Washington
-77.01967,38.72444; Fort Washington
-77.01791,38.9094; Washington
-77.0126,39.02039; Silver Spring
-77.01131,39.5862; Westminster
-77.00707,39.02905; Silver Spring
-77.00672,38.8969; Washington
-77.00297,38.88736; Washington
-76.99967,39.08956; Silver Spring
-76.99824,38.65473; Accokeek
-76.99493,38.88361; Washington
-76.99061,39.03985; Silver Spring
-76.98832,38.98583; Langley Park
-76.9855,38.8839; Washington
-76.9843,38.80397; Oxon Hill
-76.98319,38.5306; La Plata
-76.96589,38.86031; Washington
-76.9551,39.05786; Silver Spring
-76.95381,38.96656; Hyattsville
-76.9531,38.6273; Waldorf
-76.94929,39.41022; Eldersburg
-76.93432,40.23851; Camp Hill
-76.93267,39.11284; Burtonsville
-76.93112,39.01629; College Park
-76.92574,38.6196; Waldorf
-76.92558,39.02255; College Park
-76.918,38.6294; Waldorf
-76.90967,38.99768; Greenbelt
-76.9034,38.5991; Waldorf
-76.88645,38.77221; Clinton
-76.88122,40.26038; Harrisburg
-76.86831,39.07619; Laurel
-76.86278,39.08388; Laurel
-76.85773,39.21533; Columbia
-76.85475,39.27915; Ellicott City
-76.85184,39.09616; Laurel
-76.84562,40.30358; Harrisburg
-76.83103,39.27724; Ellicott City
-76.82292,38.89428; Largo
-76.82277,38.89559; Largo
-76.82147,39.19763; Columbia
-76.81635,37.25861; Williamsburg
-76.81462,39.25163; Ellicott City
-76.81197,39.19746; Columbia
-76.80552,40.30677; Lower Paxton
-76.7968,38.9159; Largo
-76.79238,39.23129; Ellicott City
-76.77682,39.96486; York
-76.76682,39.41011; Owings Mills
-76.76525,37.25225; Williamsburg
-76.76483,38.82022; Upper Marlboro
-76.75715,37.27035; Williamsburg
-76.74219,39.13266; Hanover
-76.7257,38.9369; Bowie
-76.72256,39.15482; Hanover
-76.72151,39.15398; Hanover
-76.71505,38.9864; Bowie
-76.71372,39.36491; Pikesville
-76.67178,39.76595; Shrewsbury
-76.6713,39.0365; Gambrills
-76.67111,40.26667; Hershey
-76.6601,37.24637; Williamsburg
-76.65974,38.73951; Dunkirk
-76.64931,39.36782; Baltimore
-76.6362,39.46362; Timonium
-76.62687,39.37749; Baltimore
-76.62087,39.28937; Baltimore
-76.6165,39.42048; Timonium
-76.61527,39.2895; Baltimore
-76.61135,39.28667; Baltimore
-76.60971,39.37353; Baltimore
-76.6097,39.364; Baltimore
-76.60383,39.3955; Towson
-76.60163,39.40448; Towson
-76.59873,39.13629; Glen Burnie
-76.59475,38.54507; Prince Frederick
-76.58323,36.7501; Suffolk
-76.5826,39.282; Baltimore
-76.582,39.08162; Severna Park
-76.57996,39.28036; Baltimore
-76.57528,39.38666; Towson
-76.56235,38.94167; Edgewater
-76.55371,38.99061; Annapolis
-76.54419,39.07599; Severna Park
-76.54026,39.4013; Carney
-76.5394,40.22; Lawn
-76.51468,38.30077; California
-76.51228,37.1286; Newport News
-76.51086,37.12311; Newport News
-76.51055,37.10463; Newport News
-76.4984,42.44043; Ithaca
-76.49214,37.10166; Newport News
-76.48591,38.97741; Annapolis
-76.47281,39.37488; Baltimore
-76.47064,37.11337; Newport News
-76.46458,39.37201; Baltimore
-76.4575,39.41797; Perry Hall
-76.44845,39.33558; Middle River
-76.41282,36.83067; Chesapeake
-76.39295,37.03489; Hampton
-76.38548,37.03697; Hampton
-76.35806,36.80981; Portsmouth
-76.35086,39.52323; Bel Air
-76.34966,39.5245; Bel Air
-76.34137,40.0382; Lancaster
-76.32786,37.05645; Hampton
-76.31656,39.46354; Abingdon
-76.3077,36.8865; Norfolk
-76.3037,36.89009; Norfolk
-76.30003,36.86436; Norfolk
-76.2995,36.7268; Chesapeake
-76.29221,36.86911; Norfolk
-76.29151,36.84605; Norfolk
-76.28955,36.84968; Norfolk
-76.2854,36.9147; Norfolk
-76.23846,36.71484; Chesapeake
-76.23019,36.77529; Chesapeake
-76.22935,36.77366; Chesapeake City
-76.22557,43.13691; Liverpool
-76.21037,36.86149; Norfolk
-76.20361,40.02484; Lancaster
-76.18998,36.78227; Virginia Beach
-76.1865,36.8815; Virginia Beach
-76.1814,39.5078; Aberdeen
-76.15537,43.04762; Syracuse
-76.13702,36.84258; Virginia Beach
-76.13507,43.04169; Syracuse
-76.13339,36.82837; Virginia Beach
-76.12774,36.84333; Virginia Beach
-76.11931,36.79271; Virginia Beach
-76.1137,36.8414; Virginia Beach
-76.11074,36.7908; Virginia Beach
-76.10048,36.81326; Virginia Beach
-76.0858,36.90755; Virginia Beach
-76.06896,36.90414; Virginia Beach
-76.06714,36.82019; Virginia Beach
-76.06373,36.75418; Virginia Beach
-76.03041,36.84941; Virginia Beach
-76.01769,40.1966; Bowmansville
-76.01507,43.02934; Fayetteville
-75.99972,36.78553; Virginia Beach
-75.97923,40.33958; Wyomissing
-75.97862,36.85923; Virginia Beach
-75.955,39.5875; North East
-75.9545,39.5893; North East
-75.80365,40.1555; Elverson
-75.77549,39.66621; Newark
-75.74828,39.60447; Newark
-75.74728,39.6835; Newark
